start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-09-07 12:05,2018-09-07 12:10,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-07 12:10,2018-09-07 12:30,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-07 12:30,2018-09-07 13:40,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-07 13:40,2018-09-07 13:45,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,높음
2018-09-07 13:45,2018-09-07 14:00,이동,야외|자동차,수원시 영통구 망포동,실외,친밀한 관계|철환,/,/,/,예,보통,높음,높음,보통
2018-09-07 14:00,2018-09-07 14:45,식사,식당,수원시 영통구 영통동,실내,친밀한 관계|철환,한식|완자탕,적음,점심,예,긍정,높음,높음,보통
2018-09-07 14:45,2018-09-07 15:05,사교,식당,수원시 영통구 영통동,실내,친밀한 관계|철환,/,/,/,아니오,긍정,높음,높음,보통
2018-09-07 15:05,2018-09-07 15:20,이동,야외|자동차,수원시 영통구 영통동,실외,친밀한 관계|철환,/,/,/,아니오,보통,높음,매우 높음,높음
2018-09-07 15:20,2018-09-07 15:25,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,매우 높음,높음
2018-09-07 15:25,2018-09-07 17:15,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,매우 높음,높음
2018-09-07 17:15,2018-09-07 17:25,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,높음,높음,보통
2018-09-07 17:25,2018-09-07 18:15,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,높음,보통,보통
2018-09-07 18:15,2018-09-07 18:25,이동,야외|자동차,수원시 영통구 태장동,실외,친밀한 관계|지수,/,/,/,예,부정,높음,보통,보통
2018-09-07 18:25,2018-09-07 19:05,식사,식당,수원시 영통구 태장동,실내,친밀한 관계|지수,양식|리조또,매우 많음,저녁,예,매우 긍정,낮음,보통,보통
2018-09-07 19:05,2018-09-07 19:10,이동,야외,수원시 영통구 태장동,실외,친밀한 관계|지수,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 19:10,2018-09-07 21:30,수동적 여가|영화 관람,사무실,수원시 영통구 태장동,실내,친밀한 관계|지수,/,/,/,아니오,긍정,낮음,보통,보통
2018-09-07 21:30,2018-09-07 21:40,이동,야외|자동차,수원시 영통구 태장동,실외,친밀한 관계|지수,/,/,/,예,보통,낮음,보통,보통
2018-09-07 21:40,2018-09-07 22:30,식사,식당,수원시 영통구 태장동,실내,친밀한 관계|지수,한식|꼬치구이,매우 많음,야식,예,긍정,낮음,보통,보통
2018-09-07 22:30,2018-09-07 22:50,이동,야외|자동차,수원시 영통구 태장동,실외,친밀한 관계|지수,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 22:50,2018-09-07 23:00,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 23:00,2018-09-07 23:55,수동적 여가|TV시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 23:55,2018-09-07 23:59,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,낮음,보통,보통
